"Var1","Var2","Freq"
"Mules and hinnies","producing_animals_slaughtered",0
"Mushrooms and truffles","producing_animals_slaughtered",0
"Mustard seed","producing_animals_slaughtered",0
"Natural honey","producing_animals_slaughtered",0
"Natural rubber in primary forms","producing_animals_slaughtered",0
"Nutmeg, mace, cardamoms, raw","producing_animals_slaughtered",0
"Oats","producing_animals_slaughtered",0
"Oil of linseed","producing_animals_slaughtered",0
"Oil of maize","producing_animals_slaughtered",0
"Oil of palm kernel","producing_animals_slaughtered",0
"Oil of sesame seed","producing_animals_slaughtered",0
"Oil palm fruit","producing_animals_slaughtered",0
"Oilcrops, Cake Equivalent","producing_animals_slaughtered",0
"Oilcrops, Oil Equivalent","producing_animals_slaughtered",0
"Okra","producing_animals_slaughtered",0
"Olive oil","producing_animals_slaughtered",0
"Olives","producing_animals_slaughtered",0
"Onions and shallots, dry (excluding dehydrated)","producing_animals_slaughtered",0
"Onions and shallots, green","producing_animals_slaughtered",0
"Oranges","producing_animals_slaughtered",0
"Other beans, green","producing_animals_slaughtered",0
"Other berries and fruits of the genus vaccinium n.e.c.","producing_animals_slaughtered",0
"Other camelids","producing_animals_slaughtered",0
"Other citrus fruit, n.e.c.","producing_animals_slaughtered",0
"Other fibre crops, raw, n.e.c.","producing_animals_slaughtered",0
"Other fruits, n.e.c.","producing_animals_slaughtered",0
"Other meat n.e.c. (excluding mammals), fresh, chilled or frozen","producing_animals_slaughtered",792
"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","producing_animals_slaughtered",0
"Other oil seeds, n.e.c.","producing_animals_slaughtered",0
"Other pome fruits","producing_animals_slaughtered",0
"Other pulses n.e.c.","producing_animals_slaughtered",0
"Other rodents","producing_animals_slaughtered",0
"Other stimulant, spice and aromatic crops, n.e.c.","producing_animals_slaughtered",0
"Other stone fruits","producing_animals_slaughtered",0
"Other sugar crops n.e.c.","producing_animals_slaughtered",0
"Other tropical fruits, n.e.c.","producing_animals_slaughtered",0
"Other vegetables, fresh n.e.c.","producing_animals_slaughtered",0
"Palm kernels","producing_animals_slaughtered",0
"Palm oil","producing_animals_slaughtered",0
"Papayas","producing_animals_slaughtered",0
"Peaches and nectarines","producing_animals_slaughtered",0
"Pears","producing_animals_slaughtered",0
"Peas, dry","producing_animals_slaughtered",0
"Peas, green","producing_animals_slaughtered",0
"Pepper (Piper spp.), raw","producing_animals_slaughtered",0
"Peppermint, spearmint","producing_animals_slaughtered",0
"Persimmons","producing_animals_slaughtered",0
"Pig fat, rendered","producing_animals_slaughtered",0
"Pigeon peas, dry","producing_animals_slaughtered",0
"Pineapples","producing_animals_slaughtered",0
"Pistachios, in shell","producing_animals_slaughtered",0
"Plantains and cooking bananas","producing_animals_slaughtered",0
"Plums and sloes","producing_animals_slaughtered",0
"Pomelos and grapefruits","producing_animals_slaughtered",0
"Poppy seed","producing_animals_slaughtered",0
"Potatoes","producing_animals_slaughtered",0
"Poultry Birds","producing_animals_slaughtered",0
"Pulses, Total","producing_animals_slaughtered",0
"Pumpkins, squash and gourds","producing_animals_slaughtered",0
"Pyrethrum, dried flowers","producing_animals_slaughtered",0
"Quinces","producing_animals_slaughtered",0
"Quinoa","producing_animals_slaughtered",0
"Rabbits and hares","producing_animals_slaughtered",0
"Ramie, raw or retted","producing_animals_slaughtered",0
"Rape or colza seed","producing_animals_slaughtered",0
"Rapeseed or canola oil, crude","producing_animals_slaughtered",0
"Raspberries","producing_animals_slaughtered",0
"Raw cane or beet sugar (centrifugal only)","producing_animals_slaughtered",0
"Raw hides and skins of buffaloes","producing_animals_slaughtered",2910
"Raw hides and skins of cattle","producing_animals_slaughtered",13183
"Raw hides and skins of goats or kids","producing_animals_slaughtered",12009
"Raw hides and skins of sheep or lambs","producing_animals_slaughtered",12300
"Raw milk of buffalo","producing_animals_slaughtered",0
"Raw milk of camel","producing_animals_slaughtered",0
"Raw milk of cattle","producing_animals_slaughtered",0
"Raw milk of goats","producing_animals_slaughtered",0
"Raw milk of sheep","producing_animals_slaughtered",0
"Raw silk (not thrown)","producing_animals_slaughtered",0
"Rice","producing_animals_slaughtered",0
"Roots and Tubers, Total","producing_animals_slaughtered",0
"Rye","producing_animals_slaughtered",0
"Safflower-seed oil, crude","producing_animals_slaughtered",0
"Safflower seed","producing_animals_slaughtered",0
"Seed cotton, unginned","producing_animals_slaughtered",0
"Sesame seed","producing_animals_slaughtered",0
"Sheep","producing_animals_slaughtered",0
"Sheep and Goat Meat","producing_animals_slaughtered",12909
"Sheep and Goats","producing_animals_slaughtered",0
"Sheep fat, unrendered","producing_animals_slaughtered",6599
"Shorn wool, greasy, including fleece-washed shorn wool","producing_animals_slaughtered",0
"Silk-worm cocoons suitable for reeling","producing_animals_slaughtered",0
"Sisal, raw","producing_animals_slaughtered",0
"Skim Milk & Buttermilk, Dry","producing_animals_slaughtered",0
"Skim milk and whey powder","producing_animals_slaughtered",0
"Skim milk of cows","producing_animals_slaughtered",0
"Skim milk, condensed","producing_animals_slaughtered",0
"Skim milk, evaporated","producing_animals_slaughtered",0
"Snails, fresh, chilled, frozen, dried, salted or in brine, except sea snails","producing_animals_slaughtered",104
"Sorghum","producing_animals_slaughtered",0
"Sour cherries","producing_animals_slaughtered",0
"Soya bean oil","producing_animals_slaughtered",0
"Soya beans","producing_animals_slaughtered",0
"Spinach","producing_animals_slaughtered",0
"Strawberries","producing_animals_slaughtered",0
"String beans","producing_animals_slaughtered",0
"Sugar beet","producing_animals_slaughtered",0
"Sugar cane","producing_animals_slaughtered",0
"Sugar Crops Primary","producing_animals_slaughtered",0
"Sunflower-seed oil, crude","producing_animals_slaughtered",0
"Sunflower seed","producing_animals_slaughtered",0
"Sweet potatoes","producing_animals_slaughtered",0
"Swine / pigs","producing_animals_slaughtered",0
"Tallow","producing_animals_slaughtered",0
"Tallowtree seeds","producing_animals_slaughtered",0
"Tangerines, mandarins, clementines","producing_animals_slaughtered",0
"Taro","producing_animals_slaughtered",0
"Tea leaves","producing_animals_slaughtered",0
"Tomatoes","producing_animals_slaughtered",0
"Treenuts, Total","producing_animals_slaughtered",0
"Triticale","producing_animals_slaughtered",0
"True hemp, raw or retted","producing_animals_slaughtered",0
"Tung nuts","producing_animals_slaughtered",0
"Turkeys","producing_animals_slaughtered",0
"Unmanufactured tobacco","producing_animals_slaughtered",0
"Vanilla, raw","producing_animals_slaughtered",0
"Vegetables Primary","producing_animals_slaughtered",0
"Vetches","producing_animals_slaughtered",0
"Walnuts, in shell","producing_animals_slaughtered",0
"Watermelons","producing_animals_slaughtered",0
"Wheat","producing_animals_slaughtered",0
"Whey, condensed","producing_animals_slaughtered",0
"Whey, dry","producing_animals_slaughtered",0
"Whole milk powder","producing_animals_slaughtered",0
"Whole milk, condensed","producing_animals_slaughtered",0
"Whole milk, evaporated","producing_animals_slaughtered",0
"Wine","producing_animals_slaughtered",0
"Yams","producing_animals_slaughtered",0
"Yautia","producing_animals_slaughtered",0
"Yoghurt","producing_animals_slaughtered",0
"Abaca, manila hemp, raw","production",1021
"Agave fibres, raw, n.e.c.","production",1093
"Almonds, in shell","production",3890
"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","production",3528
"Apples","production",6618
"Apricots","production",5204
"Areca nuts","production",1219
"Artichokes","production",2676
"Asparagus","production",3664
"Asses","production",0
"Avocados","production",5495
"Balata, gutta-percha, guayule, chicle and similar natural gums in primary forms or in plates, sheets or strip","production",272
"Bambara beans, dry","production",870
"Bananas","production",9360
"Barley","production",7290
"Beans, dry","production",8663
"Beef and Buffalo Meat, primary","production",13200
"Beer of barley, malted","production",10651
"Bees","production",0
"Beeswax","production",4914
"Blueberries","production",2113
"Brazil nuts, in shell","production",733
"Broad beans and horse beans, dry","production",4964
"Broad beans and horse beans, green","production",4343
"Buckwheat","production",2633
"Buffalo","production",0
"Buffalo fat, unrendered","production",1526
"Butter and Ghee","production",8373
"Butter and ghee of sheep milk","production",1260
"Butter of buffalo milk","production",987
"Butter of cow milk","production",7836
"Butter of goat milk","production",2
"Buttermilk, dry","production",2602
"Cabbages","production",9456
"Camels","production",0
"Canary seed","production",1648
"Cantaloupes and other melons","production",6911
"Carrots and turnips","production",8228
"Cashew nuts, in shell","production",2908
"Cashewapple","production",846
"Cassava leaves","production",221
"Cassava, fresh","production",7381
"Castor oil seeds","production",4192
"Cattle","production",0
"Cattle and Buffaloes","production",0
"Cattle fat, unrendered","production",6925
"Cauliflowers and broccoli","production",6520
"Cereals n.e.c.","production",4337
"Cereals, primary","production",12251
"Cheese (All Kinds)","production",7510
"Cheese from milk of buffalo, fresh or processed","production",884
"Cheese from milk of goats, fresh or processed","production",3360
"Cheese from milk of sheep, fresh or processed","production",3327
"Cheese from skimmed cow milk","production",3838
"Cheese from whole cow milk","production",6576
"Cherries","production",4744
"Chestnuts, in shell","production",2463
"Chick peas, dry","production",4395
"Chickens","production",0
"Chicory roots","production",1739
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","production",5531
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","production",7867
"Cinnamon and cinnamon-tree flowers, raw","production",1508
"Citrus Fruit, Total","production",9976
"Cloves (whole stems), raw","production",1362
"Cocoa beans","production",4830
"Coconut oil","production",6910
"Coconuts, in shell","production",6631
"Coffee, green","production",6445
"Coir, raw","production",890
"Cotton lint, ginned","production",7309
"Cotton seed","production",7371
"Cottonseed oil","production",7307
"Cow peas, dry","production",3528
"Cranberries","production",1063
"Cream, fresh","production",4180
"Cucumbers and gherkins","production",8482
"Currants","production",2580
"Dates","production",3536
"Ducks","production",0
"Edible offal of buffalo, fresh, chilled or frozen","production",1570
"Edible offal of cattle, fresh, chilled or frozen","production",6925
"Edible offal of goat, fresh, chilled or frozen","production",6292
"Edible offal of pigs, fresh, chilled or frozen","production",6452
"Edible offal of sheep, fresh, chilled or frozen","production",6491
"Edible offals of camels and other camelids, fresh, chilled or frozen","production",1743
"Edible offals of horses and other equines,  fresh, chilled or frozen","production",3202
"Edible roots and tubers with high starch or inulin content, n.e.c., fresh","production",6020
"Eggplants (aubergines)","production",6191
"Eggs from other birds in shell, fresh, n.e.c.","production",6611
"Eggs Primary","production",13275
"Evaporated & Condensed Milk","production",5366
"Fat of camels","production",1743
"Fat of pigs","production",6452
"Fibre Crops, Fibre Equivalent","production",4887
"Figs","production",4222
"Flax, processed but not spun","production",2812
"Fonio","production",1065
"Fruit Primary","production",13385
"Game meat, fresh, chilled or frozen","production",5227
"Geese","production",0
"Ghee from buffalo milk","production",715
"Ghee from cow milk","production",1796
"Ginger, raw","production",2876
"Goat fat, unrendered","production",6292
"Goats","production",0
"Gooseberries","production",1603
"Grapes","production",6574
"Green corn (maize)","production",3826
"Green garlic","production",6542
"Green tea (not fermented), black tea (fermented) and partly fermented tea","production",396
"Groundnut oil","production",7271
"Groundnuts, excluding shelled","production",8604
"Hazelnuts, in shell","production",2509
"Hempseed","production",1490
"Hen eggs in shell, fresh","production",20319
"Hop cones","production",3010
"Horse meat, fresh or chilled","production",6164
"Horses","production",0
"Jojoba seeds","production",160
"Jute, raw or retted","production",2181
"Kapok fibre, raw","production",300
"Kapok fruit","production",305
"Kapokseed in shell","production",300
"Karite nuts (sheanuts)","production",910
"Kenaf, and other textile bast fibres, raw or retted","production",2691
"Kiwi fruit","production",1726
"Kola nuts","production",830
"Leeks and other alliaceous vegetables","production",3579
"Lemons and limes","production",7759
"Lentils, dry","production",4348
"Lettuce and chicory","production",7014
"Linseed","production",4648
"Locust beans (carobs)","production",1470
"Lupins","production",2399
"Maize (corn)","production",11302
"Mangoes, guavas and mangosteens","production",6963
"Margarine and shortening","production",6603
"Maté leaves","production",482
"Meat of asses, fresh or chilled","production",1358
"Meat of buffalo, fresh or chilled","production",2901
"Meat of camels, fresh or chilled","production",3139
"Meat of cattle with the bone, fresh or chilled","production",13178
"Meat of chickens, fresh or chilled","production",13363
"Meat of ducks, fresh or chilled","production",6481
"Meat of geese, fresh or chilled","production",4050
"Meat of goat, fresh or chilled","production",11949
"Meat of mules, fresh or chilled","production",558
"Meat of other domestic camelids, fresh or chilled","production",427
"Meat of other domestic rodents, fresh or chilled","production",427
"Meat of pig with the bone, fresh or chilled","production",12288
"Meat of pigeons and other birds n.e.c., fresh, chilled or frozen","production",1377
"Meat of rabbits and hares, fresh or chilled","production",4383
"Meat of sheep, fresh or chilled","production",12289
"Meat of turkeys, fresh or chilled","production",5483
"Meat, Poultry","production",13344
"Meat, Total","production",13530
"Melonseed","production",2221
"Milk, Total","production",12762
"Millet","production",6518
"Mixed grain","production",2286
"Molasses","production",9348
"Mules and hinnies","production",0
"Mushrooms and truffles","production",4656
"Mustard seed","production",2667
"Natural honey","production",9280
"Natural rubber in primary forms","production",3103
"Nutmeg, mace, cardamoms, raw","production",2079
"Oats","production",5712
"Oil of linseed","production",5030
"Oil of maize","production",4466
"Oil of palm kernel","production",4605
"Oil of sesame seed","production",4839
"Oil palm fruit","production",3696
"Oilcrops, Cake Equivalent","production",12557
"Oilcrops, Oil Equivalent","production",12675
"Okra","production",3197
"Olive oil","production",2977
"Olives","production",3663
"Onions and shallots, dry (excluding dehydrated)","production",9417
"Onions and shallots, green","production",4927
"Oranges","production",8793
"Other beans, green","production",7210
"Other berries and fruits of the genus vaccinium n.e.c.","production",4394
"Other camelids","production",0
"Other citrus fruit, n.e.c.","production",5463
"Other fibre crops, raw, n.e.c.","production",2843
"Other fruits, n.e.c.","production",11192
"Other meat n.e.c. (excluding mammals), fresh, chilled or frozen","production",4998
"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","production",5506
"Other oil seeds, n.e.c.","production",4948
"Other pome fruits","production",318
"Other pulses n.e.c.","production",8160
"Other rodents","production",0
"Other stimulant, spice and aromatic crops, n.e.c.","production",5330
"Other stone fruits","production",3144
"Other sugar crops n.e.c.","production",641
"Other tropical fruits, n.e.c.","production",5818
"Other vegetables, fresh n.e.c.","production",13119
"Palm kernels","production",3625
"Palm oil","production",3729
"Papayas","production",4842
"Peaches and nectarines","production",5751
"Pears","production",6281
"Peas, dry","production",6805
"Peas, green","production",6030
"Pepper (Piper spp.), raw","production",3460
"Peppermint, spearmint","production",1069
"Persimmons","production",1694
"Pig fat, rendered","production",6298
"Pigeon peas, dry","production",2293
"Pineapples","production",6664
"Pistachios, in shell","production",2071
"Plantains and cooking bananas","production",4248
"Plums and sloes","production",6181
"Pomelos and grapefruits","production",6436
"Poppy seed","production",1448
"Potatoes","production",10631
"Poultry Birds","production",0
"Pulses, Total","production",11614
"Pumpkins, squash and gourds","production",7618
"Pyrethrum, dried flowers","production",1587
"Quinces","production",3975
"Quinoa","production",505
"Rabbits and hares","production",0
"Ramie, raw or retted","production",1038
"Rape or colza seed","production",4621
"Rapeseed or canola oil, crude","production",4566
"Raspberries","production",3119
"Raw cane or beet sugar (centrifugal only)","production",9367
"Raw hides and skins of buffaloes","production",2968
"Raw hides and skins of cattle","production",13068
"Raw hides and skins of goats or kids","production",11839
"Raw hides and skins of sheep or lambs","production",12179
"Raw milk of buffalo","production",2501
"Raw milk of camel","production",2521
"Raw milk of cattle","production",12679
"Raw milk of goats","production",7658
"Raw milk of sheep","production",5815
"Raw silk (not thrown)","production",2677
"Rice","production",9215
"Roots and Tubers, Total","production",13306
"Rye","production",4601
"Safflower-seed oil, crude","production",2297
"Safflower seed","production",2387
"Seed cotton, unginned","production",7497
"Sesame seed","production",5804
"Sheep","production",0
"Sheep and Goat Meat","production",12898
"Sheep and Goats","production",0
"Sheep fat, unrendered","production",6491
"Shorn wool, greasy, including fleece-washed shorn wool","production",6936
"Silk-worm cocoons suitable for reeling","production",3019
"Sisal, raw","production",2728
"Skim Milk & Buttermilk, Dry","production",5367
"Skim milk and whey powder","production",4236
"Skim milk of cows","production",8396
"Skim milk, condensed","production",1332
"Skim milk, evaporated","production",748
"Snails, fresh, chilled, frozen, dried, salted or in brine, except sea snails","production",392
"Sorghum","production",8327
"Sour cherries","production",2409
"Soya bean oil","production",6647
"Soya beans","production",6815
"Spinach","production",4790
"Strawberries","production",5185
"String beans","production",2144
"Sugar beet","production",4689
"Sugar cane","production",8094
"Sugar Crops Primary","production",10239
"Sunflower-seed oil, crude","production",5684
"Sunflower seed","production",5430
"Sweet potatoes","production",8608
"Swine / pigs","production",0
"Tallow","production",5239
"Tallowtree seeds","production",305
"Tangerines, mandarins, clementines","production",5689
"Taro","production",4471
"Tea leaves","production",4229
"Tomatoes","production",11108
"Treenuts, Total","production",7758
"Triticale","production",2175
"True hemp, raw or retted","production",2206
"Tung nuts","production",1252
"Turkeys","production",0
"Unmanufactured tobacco","production",9623
"Vanilla, raw","production",1929
"Vegetables Primary","production",13294
"Vetches","production",3125
"Walnuts, in shell","production",4221
"Watermelons","production",7762
"Wheat","production",8677
"Whey, condensed","production",1401
"Whey, dry","production",2774
"Whole milk powder","production",4601
"Whole milk, condensed","production",4052
"Whole milk, evaporated","production",4749
"Wine","production",4957
"Yams","production",4732
"Yautia","production",1155
"Yoghurt","production",1360
"Abaca, manila hemp, raw","stocks",0
"Agave fibres, raw, n.e.c.","stocks",0
"Almonds, in shell","stocks",0
"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","stocks",0
"Apples","stocks",0
"Apricots","stocks",0
"Areca nuts","stocks",0
"Artichokes","stocks",0
"Asparagus","stocks",0
"Asses","stocks",8873
"Avocados","stocks",0
"Balata, gutta-percha, guayule, chicle and similar natural gums in primary forms or in plates, sheets or strip","stocks",0
"Bambara beans, dry","stocks",0
"Bananas","stocks",0
"Barley","stocks",0
"Beans, dry","stocks",0
"Beef and Buffalo Meat, primary","stocks",0
"Beer of barley, malted","stocks",0
"Bees","stocks",8563
"Beeswax","stocks",0
"Blueberries","stocks",0
"Brazil nuts, in shell","stocks",0
"Broad beans and horse beans, dry","stocks",0
"Broad beans and horse beans, green","stocks",0
"Buckwheat","stocks",0
"Buffalo","stocks",3957
"Buffalo fat, unrendered","stocks",0
"Butter and Ghee","stocks",0
"Butter and ghee of sheep milk","stocks",0
"Butter of buffalo milk","stocks",0
"Butter of cow milk","stocks",0
"Butter of goat milk","stocks",0
"Buttermilk, dry","stocks",0
"Cabbages","stocks",0
"Camels","stocks",3687
"Canary seed","stocks",0
"Cantaloupes and other melons","stocks",0
"Carrots and turnips","stocks",0
"Cashew nuts, in shell","stocks",0
"Cashewapple","stocks",0
"Cassava leaves","stocks",0
"Cassava, fresh","stocks",0
"Castor oil seeds","stocks",0
"Cattle","stocks",13149
"Cattle and Buffaloes","stocks",13142
"Cattle fat, unrendered","stocks",0
"Cauliflowers and broccoli","stocks",0
"Cereals n.e.c.","stocks",0
"Cereals, primary","stocks",0
"Cheese (All Kinds)","stocks",0
"Cheese from milk of buffalo, fresh or processed","stocks",0
"Cheese from milk of goats, fresh or processed","stocks",0
"Cheese from milk of sheep, fresh or processed","stocks",0
"Cheese from skimmed cow milk","stocks",0
"Cheese from whole cow milk","stocks",0
"Cherries","stocks",0
"Chestnuts, in shell","stocks",0
"Chick peas, dry","stocks",0
"Chickens","stocks",13327
"Chicory roots","stocks",0
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","stocks",0
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","stocks",0
"Cinnamon and cinnamon-tree flowers, raw","stocks",0
"Citrus Fruit, Total","stocks",0
"Cloves (whole stems), raw","stocks",0
"Cocoa beans","stocks",0
"Coconut oil","stocks",0
"Coconuts, in shell","stocks",0
"Coffee, green","stocks",0
"Coir, raw","stocks",0
"Cotton lint, ginned","stocks",0
"Cotton seed","stocks",0
"Cottonseed oil","stocks",0
"Cow peas, dry","stocks",0
"Cranberries","stocks",0
"Cream, fresh","stocks",0
"Cucumbers and gherkins","stocks",0
"Currants","stocks",0
"Dates","stocks",0
"Ducks","stocks",7202
"Edible offal of buffalo, fresh, chilled or frozen","stocks",0
"Edible offal of cattle, fresh, chilled or frozen","stocks",0
"Edible offal of goat, fresh, chilled or frozen","stocks",0
"Edible offal of pigs, fresh, chilled or frozen","stocks",0
"Edible offal of sheep, fresh, chilled or frozen","stocks",0
"Edible offals of camels and other camelids, fresh, chilled or frozen","stocks",0
"Edible offals of horses and other equines,  fresh, chilled or frozen","stocks",0
"Edible roots and tubers with high starch or inulin content, n.e.c., fresh","stocks",0
"Eggplants (aubergines)","stocks",0
"Eggs from other birds in shell, fresh, n.e.c.","stocks",0
"Eggs Primary","stocks",0
"Evaporated & Condensed Milk","stocks",0
"Fat of camels","stocks",0
"Fat of pigs","stocks",0
"Fibre Crops, Fibre Equivalent","stocks",0
"Figs","stocks",0
"Flax, processed but not spun","stocks",0
"Fonio","stocks",0
"Fruit Primary","stocks",0
"Game meat, fresh, chilled or frozen","stocks",0
"Geese","stocks",4588
"Ghee from buffalo milk","stocks",0
"Ghee from cow milk","stocks",0
"Ginger, raw","stocks",0
"Goat fat, unrendered","stocks",0
"Goats","stocks",12634
"Gooseberries","stocks",0
"Grapes","stocks",0
"Green corn (maize)","stocks",0
"Green garlic","stocks",0
"Green tea (not fermented), black tea (fermented) and partly fermented tea","stocks",0
"Groundnut oil","stocks",0
"Groundnuts, excluding shelled","stocks",0
"Hazelnuts, in shell","stocks",0
"Hempseed","stocks",0
"Hen eggs in shell, fresh","stocks",0
"Hop cones","stocks",0
"Horse meat, fresh or chilled","stocks",0
"Horses","stocks",11303
"Jojoba seeds","stocks",0
"Jute, raw or retted","stocks",0
"Kapok fibre, raw","stocks",0
"Kapok fruit","stocks",0
"Kapokseed in shell","stocks",0
"Karite nuts (sheanuts)","stocks",0
"Kenaf, and other textile bast fibres, raw or retted","stocks",0
"Kiwi fruit","stocks",0
"Kola nuts","stocks",0
"Leeks and other alliaceous vegetables","stocks",0
"Lemons and limes","stocks",0
"Lentils, dry","stocks",0
"Lettuce and chicory","stocks",0
"Linseed","stocks",0
"Locust beans (carobs)","stocks",0
"Lupins","stocks",0
"Maize (corn)","stocks",0
"Mangoes, guavas and mangosteens","stocks",0
"Margarine and shortening","stocks",0
"Maté leaves","stocks",0
"Meat of asses, fresh or chilled","stocks",0
"Meat of buffalo, fresh or chilled","stocks",0
"Meat of camels, fresh or chilled","stocks",0
"Meat of cattle with the bone, fresh or chilled","stocks",0
"Meat of chickens, fresh or chilled","stocks",0
"Meat of ducks, fresh or chilled","stocks",0
"Meat of geese, fresh or chilled","stocks",0
"Meat of goat, fresh or chilled","stocks",0
"Meat of mules, fresh or chilled","stocks",0
"Meat of other domestic camelids, fresh or chilled","stocks",0
"Meat of other domestic rodents, fresh or chilled","stocks",0
"Meat of pig with the bone, fresh or chilled","stocks",0
"Meat of pigeons and other birds n.e.c., fresh, chilled or frozen","stocks",0
"Meat of rabbits and hares, fresh or chilled","stocks",0
"Meat of sheep, fresh or chilled","stocks",0
"Meat of turkeys, fresh or chilled","stocks",0
"Meat, Poultry","stocks",0
"Meat, Total","stocks",0
"Melonseed","stocks",0
"Milk, Total","stocks",0
"Millet","stocks",0
"Mixed grain","stocks",0
"Molasses","stocks",0
"Mules and hinnies","stocks",6577
"Mushrooms and truffles","stocks",0
"Mustard seed","stocks",0
"Natural honey","stocks",0
"Natural rubber in primary forms","stocks",0
"Nutmeg, mace, cardamoms, raw","stocks",0
"Oats","stocks",0
"Oil of linseed","stocks",0
"Oil of maize","stocks",0
"Oil of palm kernel","stocks",0
"Oil of sesame seed","stocks",0
"Oil palm fruit","stocks",0
"Oilcrops, Cake Equivalent","stocks",0
"Oilcrops, Oil Equivalent","stocks",0
"Okra","stocks",0
"Olive oil","stocks",0
"Olives","stocks",0
"Onions and shallots, dry (excluding dehydrated)","stocks",0
"Onions and shallots, green","stocks",0
"Oranges","stocks",0
"Other beans, green","stocks",0
"Other berries and fruits of the genus vaccinium n.e.c.","stocks",0
"Other camelids","stocks",427
"Other citrus fruit, n.e.c.","stocks",0
"Other fibre crops, raw, n.e.c.","stocks",0
"Other fruits, n.e.c.","stocks",0
"Other meat n.e.c. (excluding mammals), fresh, chilled or frozen","stocks",0
"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","stocks",0
"Other oil seeds, n.e.c.","stocks",0
"Other pome fruits","stocks",0
"Other pulses n.e.c.","stocks",0
"Other rodents","stocks",427
"Other stimulant, spice and aromatic crops, n.e.c.","stocks",0
"Other stone fruits","stocks",0
"Other sugar crops n.e.c.","stocks",0
"Other tropical fruits, n.e.c.","stocks",0
"Other vegetables, fresh n.e.c.","stocks",0
"Palm kernels","stocks",0
"Palm oil","stocks",0
"Papayas","stocks",0
"Peaches and nectarines","stocks",0
"Pears","stocks",0
"Peas, dry","stocks",0
"Peas, green","stocks",0
"Pepper (Piper spp.), raw","stocks",0
"Peppermint, spearmint","stocks",0
"Persimmons","stocks",0
"Pig fat, rendered","stocks",0
"Pigeon peas, dry","stocks",0
"Pineapples","stocks",0
"Pistachios, in shell","stocks",0
"Plantains and cooking bananas","stocks",0
"Plums and sloes","stocks",0
"Pomelos and grapefruits","stocks",0
"Poppy seed","stocks",0
"Potatoes","stocks",0
"Poultry Birds","stocks",13303
"Pulses, Total","stocks",0
"Pumpkins, squash and gourds","stocks",0
"Pyrethrum, dried flowers","stocks",0
"Quinces","stocks",0
"Quinoa","stocks",0
"Rabbits and hares","stocks",4729
"Ramie, raw or retted","stocks",0
"Rape or colza seed","stocks",0
"Rapeseed or canola oil, crude","stocks",0
"Raspberries","stocks",0
"Raw cane or beet sugar (centrifugal only)","stocks",0
"Raw hides and skins of buffaloes","stocks",0
"Raw hides and skins of cattle","stocks",0
"Raw hides and skins of goats or kids","stocks",0
"Raw hides and skins of sheep or lambs","stocks",0
"Raw milk of buffalo","stocks",0
"Raw milk of camel","stocks",0
"Raw milk of cattle","stocks",0
"Raw milk of goats","stocks",0
"Raw milk of sheep","stocks",0
"Raw silk (not thrown)","stocks",0
"Rice","stocks",0
"Roots and Tubers, Total","stocks",0
"Rye","stocks",0
"Safflower-seed oil, crude","stocks",0
"Safflower seed","stocks",0
"Seed cotton, unginned","stocks",0
"Sesame seed","stocks",0
"Sheep","stocks",12264
"Sheep and Goat Meat","stocks",0
"Sheep and Goats","stocks",12896
"Sheep fat, unrendered","stocks",0
"Shorn wool, greasy, including fleece-washed shorn wool","stocks",0
"Silk-worm cocoons suitable for reeling","stocks",0
"Sisal, raw","stocks",0
"Skim Milk & Buttermilk, Dry","stocks",0
"Skim milk and whey powder","stocks",0
"Skim milk of cows","stocks",0
"Skim milk, condensed","stocks",0
"Skim milk, evaporated","stocks",0
"Snails, fresh, chilled, frozen, dried, salted or in brine, except sea snails","stocks",0
"Sorghum","stocks",0
"Sour cherries","stocks",0
"Soya bean oil","stocks",0
"Soya beans","stocks",0
"Spinach","stocks",0
"Strawberries","stocks",0
"String beans","stocks",0
"Sugar beet","stocks",0
"Sugar cane","stocks",0
"Sugar Crops Primary","stocks",0
"Sunflower-seed oil, crude","stocks",0
"Sunflower seed","stocks",0
"Sweet potatoes","stocks",0
"Swine / pigs","stocks",12248
"Tallow","stocks",0
"Tallowtree seeds","stocks",0
"Tangerines, mandarins, clementines","stocks",0
"Taro","stocks",0
"Tea leaves","stocks",0
"Tomatoes","stocks",0
"Treenuts, Total","stocks",0
"Triticale","stocks",0
"True hemp, raw or retted","stocks",0
"Tung nuts","stocks",0
"Turkeys","stocks",6060
"Unmanufactured tobacco","stocks",0
"Vanilla, raw","stocks",0
"Vegetables Primary","stocks",0
"Vetches","stocks",0
"Walnuts, in shell","stocks",0
"Watermelons","stocks",0
"Wheat","stocks",0
"Whey, condensed","stocks",0
"Whey, dry","stocks",0
"Whole milk powder","stocks",0
"Whole milk, condensed","stocks",0
"Whole milk, evaporated","stocks",0
"Wine","stocks",0
"Yams","stocks",0
"Yautia","stocks",0
